"id","estacion_id","estacion_nombre","var_id","var_nombre","proc_id","proc_nombre","unit_id","unit_nombre","tabla","id_externo"
42553,8074,"Tojo",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Tojo"
42554,8075,"Tumusla",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Tumusla"
42555,8076,"Tupiza",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Tupiza"
42556,8077,"Turuchipa",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Turuchipa"
42557,8078,"Villa Abecia",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Villa Abecia"
42558,8079,"Villa Montes",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Villa Montes"
42559,8080,"Villamontes Aero",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Villamontes Aero"
42560,8081,"Villazon",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Villazon"
42561,8082,"Viña Quemada",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Viña Quemada"
42562,8083,"Vitichi",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Vitichi"
42563,8084,"Yamparaez",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Yamparaez"
42564,8085,"Yocalla",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Yocalla"
42565,8086,"Yotala",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Yotala"
42566,8087,"Yunchara",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Yunchara"
42567,8088,"Yuticancha",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Yuticancha"
42568,8089,"Zurita",1,"precipitación diaria 12Z",3,"Interpolado",22,"milímetros por día","ctp","Zurita"
